id_cliente,idade,saldo_atual,divida_atual,renda_anual,valor_em_investimentos,taxa_utilizacao_credito,num_emprestimos,num_contas_bancarias,num_cartoes_credito,dias_atraso_dt_venc,num_pgtos_atrasados,num_consultas_credito,taxa_juros,investe_exterior,pessoa_polit_exp,limite_adicional
10062,41,839.75,726.75,102364.95,172.57,31.69,0,7,3,20,21,2,15,Sim,Não,0
4639,38,511.6,1084.09,53846.38,120.41,39.47,0,4,5,10,4,2,4,Não,Não,1
5269,33,299.68,2370.05,14163.87,49.87,33.8,2,7,6,58,14,9,30,Não,Não,0
7140,40,389.38,527.79,37835.35,96.92,35.12,1,1,3,4,0,2,1,Não,Não,0
11132,32,274.57,3498.63,15001.91,86.39,28.74,5,9,5,21,22,12,20,Sim,Não,0
6553,33,592.84,216.05,89980.97,108.82,27.91,4,2,5,11,5,1,8,Sim,Não,0
972,22,548.56,1942.0,65146.98,71.1,37.77,3,5,5,13,19,4,8,Não,Não,0
8010,31,346.46,162.45,43921.53,51.46,26.58,5,7,4,25,17,4,7,Sim,Não,0
4851,45,382.64,576.75,23769.51,43.07,40.0,0,0,3,2,8,0,11,Sim,Não,1
1603,26,112.8,1244.79,102493.82,756.96,23.3,4,4,5,18,19,4,20,Não,Não,0
10501,38,421.73,991.98,69213.36,235.8,28.28,2,2,3,11,2,3,4,Sim,Não,1
11762,24,241.87,2395.15,21455.97,109.79,31.54,6,8,5,22,21,6,24,Não,Não,0
8641,53,353.86,1460.18,93806.65,512.51,33.69,2,2,4,18,4,1,7,Não,Não,1
1514,47,318.28,1415.37,22470.84,44.64,38.85,1,0,3,3,0,4,6,Não,Não,0
4817,18,197.24,217.91,138381.51,10000.0,38.34,7,5,3,16,17,7,13,Não,Não,0
4405,39,473.75,667.13,91410.24,377.46,28.23,2,5,4,12,20,1,12,Não,Não,0
4254,33,190.06,471.32,46035.92,290.13,31.84,4,5,2,9,9,2,7,Não,Não,0
3722,25,202.96,2144.33,65029.27,379.42,28.82,3,8,8,53,13,12,15,Sim,Não,0
10795,29,171.94,738.15,152778.93,1269.61,26.02,1,5,5,8,19,8,7,Sim,Não,0
10207,31,336.18,2056.14,47013.27,120.4,36.6,5,7,10,43,23,9,34,Não,Não,0
7583,43,288.28,2466.19,79529.04,229.65,24.42,7,7,5,27,8,10,34,Sim,Não,0
3089,27,407.3,3.74,34673.23,23.17,38.31,0,7,7,10,11,2,17,Sim,Não,0
6052,31,328.88,1278.4,27389.54,63.2,26.19,4,3,5,28,15,6,15,Sim,Não,0
4388,22,403.7,395.15,72890.29,151.56,38.35,4,2,4,14,1,4,1,Sim,Não,1
2251,32,230.65,2641.74,38605.37,174.42,31.63,8,6,10,64,16,12,25,Não,Não,0
8650,24,280.1,996.18,22129.61,144.0,29.97,0,4,5,27,14,2,8,Não,Não,0
4048,40,96.43,1440.78,79265.74,134.2,37.97,1,2,4,8,4,2,11,Não,Sim,0
10494,47,251.1,4397.05,18930.9,90.01,26.95,5,10,7,49,19,9,31,Não,Não,0
11189,27,161.41,2088.76,25692.36,231.1,32.75,6,9,6,44,19,7,18,Não,Não,0
11748,43,339.46,208.96,20696.67,32.12,29.05,3,1,7,13,14,3,5,Não,Não,1
7364,28,279.96,4667.4,22156.09,134.2,34.27,8,9,5,24,20,6,29,Não,Não,0
6845,23,445.95,1323.21,78550.48,162.34,38.58,4,7,6,26,24,12,29,Sim,Não,0
3026,57,295.0,426.31,105112.56,780.51,33.63,0,7,4,11,17,4,8,Não,Não,1
4689,48,339.87,3883.25,39486.54,62.6,39.24,7,8,6,24,26,10,17,Não,Não,0
4608,39,310.21,1290.06,31556.48,125.77,35.28,4,4,5,28,14,5,7,Sim,Não,0
1663,23,285.18,1498.12,76555.73,231.57,33.59,6,10,7,28,22,8,20,Não,Não,0
9560,23,177.03,2086.83,23273.89,182.94,38.61,6,8,6,48,15,11,22,Não,Sim,0
5293,30,436.22,1034.08,43077.69,123.23,34.05,0,5,6,20,14,3,18,Não,Não,0
6222,57,331.97,646.77,29265.9,106.81,35.24,1,3,5,10,8,1,1,Não,Não,0
10120,38,404.44,1512.31,46917.3,56.96,37.08,7,8,8,62,9,6,29,Não,Não,0
211,30,742.97,482.88,102956.67,223.22,40.76,1,3,3,9,13,0,13,Não,Não,0
8876,35,788.14,1251.06,125326.38,382.22,37.47,1,3,6,27,8,2,12,Sim,Não,0
4708,22,177.11,4966.57,64393.83,414.8,37.47,5,8,9,59,17,8,23,Sim,Não,0
652,34,211.75,4381.27,18634738.13,353.66,28.59,5,9,5,17,15,11,17,Não,Não,0
10560,54,294.35,883.67,23576.62,32.68,37.79,4,5,3,15,14,4,5,Não,Não,0
7699,28,266.7,1404.11,18931.79,34.96,24.6,4,2,3,3,3,1,4,Sim,Não,1
9587,44,127.41,4404.08,65990.06,335.29,34.4,9,9,9,25,16,11,24,Sim,Não,0
3080,42,608.9,1023.93,107062.2,378.38,37.82,2,1,5,16,2,3,10,Não,Não,0
3523,54,648.72,130.89,76417.84,109.52,32.87,1,5,7,11,14,3,4,Não,Não,0
9231,59,312.0,1181.64,51052.66,239.4,32.51,2,4,3,6,10,2,12,Sim,Não,1
1531,32,273.58,2396.06,21382.36,100.99,23.96,6,9,9,20,19,12,29,Não,Não,0
6891,57,363.83,1286.4,45879.42,173.32,37.87,1,4,3,4,6,3,1,Não,Não,1
10687,58,227.96,1422.19,19362.06,181.22,27.26,2,7,5,27,19,0,9,Não,Não,0
1733,28,154.18,2545.0,44744.88,326.9,27.93,5,10,5,50,21,7,32,Não,Não,0
1770,48,293.45,2352.93,19310.42,59.26,28.08,7,7,7,12,11,11,18,Não,Não,0
8463,53,496.13,1189.97,47347.14,62.26,36.63,0,1,1,6,8,3,11,Sim,Não,1
485,28,276.72,289.73,17538.72,50.78,38.51,2,8,3,15,12,1,6,Não,Não,0
5341,30,270.33,747.72,38297.72,228.8,38.61,0,0,2,18,6,0,8,Sim,Não,1
11245,27,156.21,3879.42,47757.8,152.55,33.09,9,6,8,52,17,8,15,Não,Não,0
399,44,816.46,488.95,174408.02,601.36,35.64,3,4,6,11,12,2,3,Não,Não,0
7933,20,364.8,2057.4,62733.79,77.15,31.12,6,6,6,5,12,4,16,Sim,Não,0
909,21,307.82,2231.92,60332.14,148.8,33.04,6,9,7,64,19,12,21,Sim,Não,0
2175,22,209.37,2079.47,8483105.33,134.2,31.44,8,10,7,21,24,9,23,Sim,Não,0
593,22,386.3,468.18,47482.0,120.19,32.02,3,1,2,11,8,4,11,Não,Sim,1
9281,28,312.95,2146.8,12424428.77,0.0,26.44,4,9,8,31,24,11,20,Sim,Não,0
10103,53,271.3,500.84,38098.01,112.77,24.6,4,3,3,2,9,4,3,Não,Não,0
4202,29,274.51,1440.76,24473.65,85.4,22.49,6,9,8,16,8,11,18,Sim,Não,0
12424,42,308.3,875.35,102387.17,618.67,32.23,2,3,4,8,9,1,6,Não,Sim,1
12344,30,258.52,3402.82,19679.03,91.35,26.68,5,6,9,22,13,11,31,Não,Não,0
4949,18,368.05,1737.35,25290.37,84.75,31.16,2,8,3,7,8,12,32,Não,Sim,0
11588,32,300.76,1175.57,38846.83,140.2,26.26,3,4,5,11,17,3,11,Sim,Não,0
765,30,413.44,100.36,45204.1,113.8,38.94,1,8,5,25,14,1,18,Não,Não,0
12026,21,461.87,2418.61,73415.03,102.81,29.45,4,6,7,62,19,9,33,Sim,Não,0
6640,35,395.53,1106.09,41818.19,106.67,27.88,2,4,4,9,14,0,14,Não,Não,0
4093,19,376.73,2538.26,42700.33,106.27,29.69,2,4,7,16,13,7,19,Não,Não,0
1359,22,207.85,1552.17,62155.61,280.82,35.29,6,4,6,13,18,4,5,Não,Não,0
11975,42,234.65,4405.04,13371.38,89.7,39.54,7,6,10,30,22,7,22,Não,Não,0
2393,24,317.11,349.88,32745.58,10000.0,26.01,1,8,7,23,16,3,12,Não,Não,0
2996,39,234.46,2791.95,49910.37,253.49,30.63,5,6,9,28,22,10,19,Não,Não,0
10029,39,522.94,884.79,86909.91,224.86,24.57,4,5,7,12,20,4,8,Não,Não,1
9526,31,667.04,93.67,76240.18,74.38,27.35,2,6,5,30,14,8,12,Não,Não,0
10115,23,992.55,1024.39,140180.04,411.74,39.84,0,0,6,22,10,3,6,Não,Não,0
6966,35,99.66,661.26,36058.37,272.69,34.76,7,6,7,6,14,5,15,Sim,Não,0
2577,19,279.19,1205.13,81648.78,154.22,33.29,7,3,3,22,20,8,13,Não,Não,0
8926,25,295.95,1579.97,19250.45,58.21,26.59,7,7,7,51,19,8,25,Não,Não,0
8958,61,1195.63,579.41,139299.07,187.38,39.96,0,2,4,3,5,2,8,Não,Não,0
8526,38,433.43,3653.14,52080.34,41.48,41.58,7,7,9,16,17,9,31,Não,Não,0
10773,23,121.01,2563.97,64676.69,384.34,30.67,5,10,6,60,17,6,33,Não,Não,0
1787,35,410.89,1371.12,47405.83,33.89,27.96,7,7,6,35,15,10,16,Sim,Não,0
3060,25,449.43,1382.56,76784.18,402.79,32.77,0,3,3,19,13,3,10,Não,Não,0
3791,32,304.18,1384.44,46810.73,127.79,27.98,8,7,10,33,24,8,23,Não,Não,0
12215,44,534.9,860.91,47731.7,40.11,25.75,0,1,6,12,5,0,11,Não,Sim,0
9035,39,388.45,1248.25,79597.49,240.83,24.31,3,5,6,1,8,1,3,Sim,Não,0
4124,25,170.82,1066.38,86534.71,633.38,26.77,4,5,6,6,15,4,8,Não,Não,0
2367,55,351.3,1016.08,43584.57,134.2,40.95,3,1,4,14,9,1,2,Não,Não,1
4562,21,271.34,2635.91,23559.82,78.15,26.09,5,7,10,16,16,9,16,Sim,Não,0
5897,48,276.93,449.37,26124.5,124.8,25.82,1,5,4,7,19,0,17,Não,Não,0
1347,43,240.24,3293.1,15491.07,52.39,24.01,7,6,5,53,14,6,32,Não,Não,0
1328,22,227.08,2505.92,14424.09,103.34,37.55,7,9,5,48,22,11,26,Não,Não,0
9472,32,435.55,109.26,45183.1,121.25,31.04,0,4,6,13,17,2,6,Sim,Não,0
11208,42,284.27,4577.54,48640.39,48.79,36.72,8,10,8,34,18,6,30,Não,Não,0
10076,21,260.07,2051.19,72702.08,134.2,39.55,4,6,6,42,21,9,16,Não,Não,0
1189,44,317.88,1382.26,21221.31,66.21,33.74,1,4,4,16,10,8,13,Não,Não,0
1513,31,620.13,2623.47,65193.1,35.07,41.44,2,10,9,26,17,8,25,Não,Sim,0
5126,48,265.78,3886.64,10610.04,40.25,23.0,7,10,9,52,24,11,22,Não,Não,0
11202,36,1099.17,501.21,163955.89,552.74,30.88,0,0,3,6,9,1,1,Não,Não,1
1796,45,338.43,691.53,28891.05,84.09,31.52,2,4,4,22,15,5,15,Sim,Não,0
10462,25,233.14,2428.25,25129.79,121.57,30.3,6,5,6,15,16,8,5,Não,Sim,0
6625,21,267.13,3072.15,28014.43,102.7,26.88,9,10,6,44,16,7,17,Não,Não,0
8177,47,768.09,933.67,90635.03,80.62,35.0,2,7,4,9,19,5,7,Não,Não,0
8601,27,246.71,630.68,29583.53,226.48,28.7,1,1,1,15,4,1,1,Não,Não,1
4769,23,258.73,4097.1,27110.58,104.13,35.29,6,10,5,24,24,11,34,Não,Não,0
8865,33,335.35,2139.23,38245.16,10000.0,33.2,7,9,6,48,14,6,22,Não,Não,0
5412,25,996.03,1236.68,119010.56,81.98,35.89,2,5,5,6,10,0,6,Sim,Não,1
3527,31,333.59,1342.14,72737.0,216.26,38.08,7,8,3,19,13,11,15,Não,Não,0
7421,49,310.6,1216.0,47365.87,252.78,28.78,1,3,6,20,17,1,6,Sim,Não,0
1431,43,294.21,767.58,27325.7,120.71,38.15,2,8,6,23,9,8,14,Não,Não,0
2681,54,236.53,927.55,16405.4,121.64,28.9,3,8,4,7,18,2,5,Não,Sim,0
10704,31,406.08,1058.02,32519.25,43.0,39.09,0,7,3,6,14,4,18,Não,Não,0
249,36,45.91,1435.94,77416.64,599.86,23.49,3,6,3,15,15,8,13,Não,Não,0
6683,29,448.13,3781.47,54448.65,94.26,30.15,5,7,5,21,22,8,30,Não,Não,0
1748,36,558.78,1200.73,82501.58,210.22,28.54,3,4,4,10,21,1,18,Não,Não,0
563,50,476.76,1582.55,74201.56,10000.0,27.78,2,3,3,29,20,8,20,Não,Não,0
12084,40,520.38,975.82,53724.07,126.69,25.77,0,2,5,9,10,1,6,Não,Não,1
5946,28,399.65,557.02,29343.58,92.05,27.18,0,5,5,15,9,2,11,Não,Não,0
2956,33,378.24,1112.57,42063.88,151.82,25.21,0,3,5,24,5,2,9,Não,Não,0
915,30,103.48,2244.32,48353.18,425.8,26.06,4,5,3,9,10,5,21,Não,Não,0
7702,40,708.59,390.39,128350.9,278.92,37.48,4,4,3,5,10,2,11,Não,Não,1
10468,42,290.42,2878.45,62531.23,177.95,30.14,9,10,5,42,23,11,22,Não,Não,0
5240,48,314.09,1493.28,23951.27,48.72,25.71,7,3,6,23,14,4,12,Não,Não,0
10051,18,351.33,1712.86,71269.18,314.72,25.39,3,4,9,23,13,12,17,Não,Não,0
10835,42,286.57,4194.87,25003.43,75.03,30.08,8,10,6,34,19,12,33,Não,Não,0
9738,58,303.92,315.39,12160478.64,211.41,36.91,1,4,7,14,9,2,3,Não,Não,0
863,34,393.59,845.93,30438.96,71.97,33.17,0,5,6,21,13,3,5,Não,Sim,0
5504,47,551.23,16.18,94417.34,251.43,31.73,3,3,5,12,7,4,8,Não,Não,0
8299,41,303.55,2271.74,77170.0,216.6,28.87,9,10,6,27,15,12,32,Sim,Não,0
7659,19,172.37,946.27,59408.51,326.06,37.74,6,3,7,16,6,8,10,Não,Não,0
9927,21,332.51,4505.1,46521.43,58.5,23.62,7,9,9,63,23,12,18,Não,Não,0
9602,40,528.18,834.87,22097024.78,322.57,38.75,0,0,3,11,2,3,5,Não,Não,0
2686,30,309.25,1084.73,38840.43,65.79,22.99,4,7,3,16,18,0,10,Sim,Não,1
11579,41,269.55,4649.72,27097.97,40.26,31.57,8,7,5,27,16,11,27,Não,Não,0
1384,22,246.93,834.51,30980.67,229.47,27.49,0,3,6,27,14,2,5,Não,Não,0
181,36,935.9,816.21,136446.22,239.27,35.47,2,2,3,19,2,2,3,Não,Não,1
4326,43,283.21,3858.98,25163.37,33.82,38.86,8,9,7,38,23,8,15,Não,Não,0
3648,18,131.3,1573.68,46207.71,350.99,27.16,5,6,9,26,17,11,24,Não,Não,0
5959,43,367.62,3953.52,47900.64,48.59,35.91,5,9,7,57,19,6,24,Não,Não,0
3426,39,275.19,820.56,41865.61,293.45,30.4,0,5,3,13,4,3,11,Não,Não,0
6071,25,867.05,447.52,130933.82,135.96,30.0,3,7,7,24,16,2,16,Sim,Não,0
11162,58,367.97,443.19,56042.6,161.82,25.41,4,6,5,23,14,1,13,Sim,Não,0
7132,39,211.83,3152.24,25858.48,185.22,39.32,5,8,6,41,14,8,18,Não,Não,0
11597,27,827.2,689.48,131993.69,134.2,41.22,2,3,3,15,5,3,4,Não,Sim,1
7355,21,227.18,4200.42,13041.73,68.36,37.62,9,10,10,42,26,11,33,Não,Não,0
3689,23,410.84,1217.99,40058.81,87.35,33.4,2,6,5,14,17,2,6,Sim,Não,0
11482,40,386.11,896.63,79581.02,423.86,27.35,0,6,6,19,17,2,1,Não,Não,0
5923,31,391.23,1374.76,30865.36,40.64,29.04,3,7,3,29,8,2,5,Não,Não,0
2541,43,943.9,1326.13,118245.6,134.2,38.19,0,4,7,23,15,4,2,Não,Não,0
2819,41,483.26,2554.42,69916.36,135.51,30.18,3,7,9,19,25,8,15,Não,Não,0
11283,39,314.99,116.3,28393.98,102.99,27.93,1,0,3,10,7,1,7,Não,Não,0
1211,53,223.33,1447.93,23747.55,213.65,34.76,2,3,5,25,11,0,19,Não,Não,0
8277,45,393.45,863.31,43117.56,99.36,39.85,2,3,7,11,11,3,9,Não,Não,1
9864,21,266.21,4515.94,10801.4,0.0,38.32,7,10,10,53,12,9,30,Não,Não,0
901,45,512.15,957.62,84069.74,101.48,32.48,4,8,3,23,13,0,1,Não,Não,1
2255,39,290.67,1483.6,19173.55,94.31,28.1,4,4,3,8,8,5,19,Não,Não,0
9745,48,267.67,2443.94,26208.48,42.34,29.68,7,10,7,41,15,10,27,Não,Não,0
6085,31,202.74,1426.88,22933.0,185.38,29.86,5,3,6,11,14,8,14,Não,Não,0
2949,36,261.09,682.12,21332.28,80.89,31.29,4,1,4,14,5,1,5,Não,Não,0
1698,27,58.78,1037.46,103360.16,801.39,38.22,4,0,5,12,11,3,10,Sim,Não,1
6685,31,524.87,85.85,70592.27,129.27,38.09,3,3,5,5,3,1,4,Não,Não,1
93,29,319.47,635.59,37645.97,213.44,27.14,1,4,3,22,18,5,6,Não,Não,0
5997,22,238.65,1243.2,25838.89,134.2,36.63,3,3,6,17,11,0,4,Não,Sim,1
10870,25,253.86,307.94,28938.22,151.79,27.48,2,3,3,9,0,2,12,Não,Não,1
2158,49,480.95,189.78,46159.24,95.46,38.05,0,5,5,21,9,3,11,Não,Não,0
6621,26,869.91,487.77,128450.36,157.7,36.52,3,0,5,2,3,4,8,Não,Não,1
11080,61,233.8,1034.51,28124.3,182.32,37.99,3,5,5,5,11,2,4,Não,Não,0
5702,48,812.31,630.24,126833.35,490.73,40.36,0,1,5,1,7,4,6,Não,Não,1
2070,40,226.59,2168.76,22609.01,109.32,28.59,7,9,10,48,10,11,15,Não,Sim,0
5153,27,443.18,2696.49,90987.49,168.33,24.66,7,8,6,36,20,6,31,Não,Não,0
7913,31,385.5,1774.12,49900.74,75.89,23.79,3,9,7,27,16,10,26,Não,Não,0
3998,33,261.17,786.85,15402.89,104.63,30.53,3,3,4,21,11,2,12,Sim,Não,0
1085,47,404.17,1522.0,79151.32,133.63,32.43,5,10,7,40,18,9,33,Sim,Não,0
7621,22,320.12,2644.2,79993.81,132.78,24.66,7,5,6,9,15,6,12,Não,Não,0
7992,60,313.14,1399.03,42150.43,171.38,32.74,4,3,5,11,10,4,8,Não,Não,0
8342,27,905.74,1115.0,107343.68,120.79,41.78,1,8,7,12,15,6,16,Não,Não,0
1670,19,404.5,378.94,55107.51,96.52,40.82,4,6,4,27,18,7,15,Não,Não,0
10065,38,380.22,1264.21,42289.46,68.01,35.03,5,6,9,43,22,9,33,Não,Não,0
6561,48,283.65,3695.47,27337.39,29.6,34.98,9,6,9,52,18,8,18,Sim,Não,0
3747,46,342.01,836.66,23782.01,90.79,32.79,0,8,6,7,10,4,4,Não,Não,0
7800,28,292.23,3934.53,25045.58,42.49,29.75,7,7,8,51,20,10,33,Não,Não,0
8219,43,597.86,1260.27,108728.58,300.97,27.03,4,5,6,8,10,1,6,Não,Não,1
4348,23,148.12,1233.41,43408.32,331.17,30.36,6,3,7,23,19,7,9,Não,Não,0
12232,40,317.14,1163.47,23267.64,142.58,24.91,0,8,4,10,19,4,18,Não,Não,0
409,34,1141.99,518.4,131542.6,134.2,44.22,0,2,3,11,8,3,3,Não,Não,0
5425,21,4.13,3513.91,45111.13,414.64,23.93,9,7,10,48,17,11,19,Sim,Não,0
7989,31,282.35,1739.92,12215.81,81.78,37.64,3,7,6,16,21,9,16,Não,Não,0
8676,48,300.26,3607.6,19637.45,36.53,29.69,8,7,10,52,18,11,22,Não,Não,0
10811,30,263.54,1824.45,15604.46,38.06,34.33,5,10,6,55,23,8,16,Não,Não,0
11861,29,232.7,1443.38,23815.43,140.15,28.72,6,7,4,5,17,7,18,Não,Não,0
7192,42,578.79,4429.84,82271.45,10000.0,37.53,5,6,5,24,21,8,27,Não,Não,0
3071,41,260.41,69.74,34989.79,145.42,28.37,3,8,4,12,9,3,9,Sim,Não,0
7145,60,637.94,1144.88,74933.03,111.71,28.8,0,5,4,6,15,3,6,Sim,Não,1
2499,42,946.85,930.71,133435.39,358.34,33.76,0,1,7,8,2,2,2,Não,Não,0
8292,47,489.32,3633.04,16805826.53,69.62,23.53,8,9,7,58,19,10,26,Não,Não,0
11851,29,210.83,562.9,20642.89,130.04,33.95,4,3,7,28,9,3,15,Não,Não,0
1954,41,393.06,339.45,38484.52,103.49,33.51,1,8,5,16,15,3,5,Sim,Não,0
4829,60,337.96,761.67,36905.08,93.75,32.2,3,3,3,14,14,3,20,Não,Não,0
834,31,486.33,2623.14,59021.86,70.45,23.24,4,8,8,10,14,8,34,Não,Não,0
12459,35,1210.85,928.28,5701666.97,169.36,38.62,1,5,4,3,10,1,9,Não,Não,0
11606,36,425.61,108.94,43749.39,29.75,33.13,4,4,6,13,19,0,8,Não,Não,0
2129,61,672.17,1015.37,175933.22,1082.08,29.93,0,1,1,14,7,2,11,Não,Não,1
5482,24,360.52,1361.67,46068.92,101.96,38.65,3,3,6,16,14,9,17,Sim,Não,0
8442,46,370.73,1309.04,43914.8,187.57,30.21,3,3,4,21,19,1,12,Não,Não,0
10588,57,309.91,680.39,36179.64,122.72,40.52,4,7,4,28,14,1,12,Não,Não,1
1369,23,381.47,125.84,28080.54,134.2,23.68,0,4,5,3,10,1,4,Não,Não,0
4353,45,332.22,7.54,68490.58,134.2,33.63,0,5,3,9,10,0,11,Sim,Não,0
820,42,234.53,1328.24,28044.56,147.65,24.15,4,0,5,28,10,2,11,Sim,Não,0
2217,42,358.67,65.59,22741.86,51.12,30.28,2,7,3,23,14,8,5,Sim,Não,0
11201,44,478.59,4686.94,82306.99,209.92,24.92,6,6,10,58,23,12,20,Não,Não,0
4185,34,345.87,176.84,18218.71,33.7,27.06,1,6,5,25,20,1,8,Não,Não,0
9371,18,397.7,1643.06,44379.54,10000.0,36.79,2,8,7,28,18,4,34,Não,Não,0
2013,35,451.66,3084.5,76415.63,105.15,29.16,5,7,5,24,15,8,29,Sim,Não,0
9414,50,629.83,1354.15,74027.06,74.38,33.58,3,2,1,1,12,0,2,Não,Não,0
331,23,255.16,3520.79,22715.09,52.02,32.14,8,8,10,15,19,12,33,Sim,Não,0
5442,26,263.3,2548.54,20446.12,36.75,31.4,7,7,7,43,16,9,29,Não,Não,0
1286,38,156.67,1896.8,58948.62,500.57,26.23,2,6,9,21,14,12,29,Sim,Não,0
10081,28,311.72,1746.62,14072.89,52.78,38.24,5,8,5,28,17,11,19,Não,Não,0
2040,55,297.91,1256.7,41884.86,276.95,37.49,0,8,6,5,13,2,10,Não,Não,0
11869,27,407.03,1299.61,30301.52,74.15,24.3,1,7,3,10,14,0,16,Sim,Não,0
1092,52,386.82,1421.99,40639.93,82.88,38.56,1,1,2,3,12,1,3,Não,Sim,1
8067,22,332.74,298.85,43638.45,159.9,39.52,3,5,4,24,10,0,12,Não,Não,0
74,46,263.0,4984.82,14712.8,134.2,27.33,5,8,9,61,16,8,31,Não,Não,0
10441,42,292.33,590.76,52465.71,325.87,28.4,1,0,5,1,3,3,3,Não,Não,1
2389,28,302.2,3680.76,27680.5,62.85,34.98,9,10,7,29,25,9,26,Não,Não,0
292,38,576.56,2321.23,84379.85,94.6,32.08,6,10,6,29,19,11,16,Sim,Não,0
7769,18,174.38,2585.89,25302.96,139.06,23.8,9,9,8,43,22,12,19,Sim,Não,0
5471,61,306.33,819.98,77159.75,528.01,28.77,0,2,4,8,0,2,6,Não,Não,0
11441,25,794.8,959.2,163992.14,668.74,32.22,2,5,3,6,6,1,12,Sim,Não,1
9515,22,266.6,944.15,91945.3,617.79,24.91,1,4,5,8,6,3,6,Não,Não,0
6432,56,687.39,651.32,111854.61,183.57,26.47,4,4,7,19,12,1,8,Não,Não,0
319,31,1400.98,789.13,168564.68,146.03,36.53,1,0,5,13,8,4,11,Não,Não,1
9431,47,263.66,334.63,26629.75,160.98,26.38,1,1,4,2,12,2,11,Não,Não,0
9923,27,250.28,4555.49,21710.46,78.31,37.03,7,8,7,55,23,7,21,Não,Não,0
5658,43,307.75,4100.98,75762.56,299.36,35.32,7,7,10,17,17,12,19,Não,Não,0
6664,33,457.23,464.0,75597.07,10000.0,38.17,2,5,5,22,14,7,5,Não,Não,0
10862,46,240.12,3501.98,50799.4,54.03,23.2,8,7,8,50,24,12,26,Não,Não,0
9657,61,295.1,127.29,48176.7,298.43,31.45,1,1,6,16,6,3,11,Não,Não,0
5618,24,332.44,1581.51,24607.22,45.5,25.87,5,4,7,9,20,5,5,Não,Não,0
7678,38,358.93,1302.63,27526.07,37.39,38.35,3,6,6,27,20,9,25,Sim,Não,0
10296,58,649.42,431.77,12456660.67,116.8,41.61,3,1,1,5,4,3,6,Sim,Não,1
8614,18,318.39,2534.17,11004.04,37.1,31.81,2,6,4,13,8,5,14,Não,Não,0
7086,50,467.96,1142.39,89598.42,425.79,42.09,1,0,3,10,6,1,4,Não,Não,0
5712,39,269.42,1588.39,12544.82,17.57,36.77,4,6,7,10,14,8,17,Sim,Não,0
9214,40,239.66,1351.42,115631.53,712.07,25.9,4,5,7,15,11,3,2,Não,Não,1
2953,33,820.03,1226.83,103581.3,124.21,27.93,2,7,6,21,17,2,8,Sim,Não,0
8699,39,307.68,1793.26,51667.93,134.2,32.42,7,8,7,56,15,9,25,Sim,Não,0
5837,23,633.09,788.73,76363.34,90.19,26.34,1,3,5,18,11,1,6,Sim,Não,0
10674,29,330.63,3089.47,54296.03,125.93,34.49,5,10,5,29,22,7,22,Não,Não,0
86,21,251.46,3865.15,20050.66,110.78,39.03,7,6,5,60,16,6,17,Sim,Não,0
1596,45,324.57,448.51,41196.5,123.66,31.54,4,5,5,13,7,2,11,Não,Não,0
11565,58,665.12,557.57,73603.66,132.77,36.29,0,4,4,23,16,1,10,Não,Não,0
8257,23,587.05,846.08,74606.87,206.17,35.48,1,4,4,5,11,4,17,Sim,Não,0
9382,47,382.94,2395.39,81582.68,207.63,40.99,5,6,7,21,17,4,6,Sim,Não,0
10364,43,937.16,663.25,145444.35,505.83,37.86,0,5,1,8,10,2,12,Não,Não,1
1036,39,1000.18,174.76,114355.91,178.68,40.14,0,6,7,15,8,1,6,Sim,Não,1
10033,39,440.48,674.21,47214.22,49.08,28.81,4,3,4,15,14,6,5,Não,Não,0
7999,42,451.37,213.48,42401.12,134.2,29.08,2,5,4,23,14,3,14,Não,Não,0
6593,39,239.05,1513.27,23238.51,120.98,39.94,4,8,9,24,10,9,27,Não,Não,0
6299,52,596.03,859.38,78125.72,244.78,25.37,1,1,4,24,2,1,6,Não,Não,0
10653,23,530.84,618.46,101376.39,277.53,37.06,4,5,5,8,11,7,7,Não,Não,0
5047,35,76.66,483.78,103808.38,924.51,30.03,1,5,3,1,3,4,9,Não,Não,1
4354,45,0.5,395.28,80454.79,134.2,36.47,4,3,1,5,8,0,4,Não,Não,1
8927,23,573.35,465.98,74100.1,87.42,28.55,2,4,5,5,18,0,5,Sim,Não,0
2634,18,270.06,1532.41,76347.43,283.12,34.11,6,6,4,11,12,4,16,Não,Sim,0
2770,53,620.45,137.68,103587.95,246.38,33.99,4,4,3,30,11,0,14,Sim,Não,0
10307,35,325.16,848.17,28649.06,152.85,30.52,0,3,3,11,5,3,3,Não,Não,0
2233,42,508.83,1402.56,75221.15,184.89,29.35,2,4,9,21,14,11,22,Não,Não,0
7434,43,333.87,4044.13,38870.65,49.19,29.46,8,7,7,24,14,6,31,Não,Não,0
10224,39,349.1,606.57,22438.87,79.77,30.93,1,4,5,17,19,4,20,Não,Não,0
6394,49,1131.13,797.79,150759.97,242.22,30.28,1,5,3,11,2,2,12,Não,Não,0
899,39,352.21,156.32,27534.55,29.45,33.07,2,0,1,6,0,0,1,Não,Não,0
11082,57,337.17,351.62,95541.66,886.26,23.27,4,3,4,16,11,2,2,Não,Não,1
959,21,287.63,4445.87,20705.06,58.63,32.43,5,6,8,31,22,9,30,Não,Não,0
11411,31,1166.6,1375.8,162971.6,388.44,36.85,0,3,3,7,7,3,9,Não,Não,0
8941,39,22.67,451.78,79718.1,567.04,30.81,4,3,5,12,10,4,4,Não,Não,0
